SMILES,LogP
CCCCCCN=c1[nH]c(SC(F)F)nc(=NC)[nH]1,2.112614092156993
CCCCCN=c1[nH]c(SC(F)F)nc(=NCC)[nH]1,2.075122475972069
CCNC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,1.703
CC(C)=NO,1.729
CC(C)(C)c1ccc(N)cc1,4.174
O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1Cl,0.47
NC1(n2cc(Cl)c(=O)[nH]c2=O)CCC(CO)O1,-1.0809517930739252
NC1CC(CO)OC1n1cc(Cl)c(=O)[nH]c1=O,-1.1460294435148524
NC1CC(n2cc(Cl)c(=O)[nH]c2=O)OC1CO,-1.2707936329705742
NC1(CO)CCC(n2cc(Cl)c(=O)[nH]c2=O)O1,-0.8853850334327988
NC(O)C1CCC(n2cc(Cl)c(=O)[nH]c2=O)O1,-0.8505815952117631
Nc1ccc(Cl)cc1C(=O)O,2.622
C#CCOc1c(Cl)cc(N=CNOC(C)CC)cc1Cl,5.585
CCCC(C)CCC(C)=O,4.63
Cn1c(N)c(C(=O)CSc2nc3sc4c(c3c(=O)n2Cc2ccccc2)CCC4)c(=O)n(C)c1=O,1.254
CN(C)C(=O)CCc1ccco1,1.914
FC(F)(F)c1ccccc1,4.132
NC1(n2ccnc2[N+](=O)[O-])SC(CO)C(O)C(O)C1O,-2.5414796131998365
NC1(O)C(O)C(O)C(CO)SC1n1ccnc1[N+](=O)[O-],-2.20857384161658
NC1(O)C(O)C(CO)SC(n2ccnc2[N+](=O)[O-])C1O,-2.241703133737563
NC1(O)C(CO)SC(n2ccnc2[N+](=O)[O-])C(O)C1O,-2.1794825074286304
NC1(CO)SC(n2ccnc2[N+](=O)[O-])C(O)C(O)C1O,-2.271195915967758
NC(O)C1SC(n2ccnc2[N+](=O)[O-])C(O)C(O)C1O,-2.305720752887136
Cn1ccccc1=O,1.346
NCn1ccccc1=O,-0.334640285033155
COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2CN)cc(OC)c1OC,1.497518701779185
COc1cc(NC(N)c2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC,1.8674641080019885
COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OCN,1.6598037590902293
COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OCN)c1OC,1.7471820909135465
O=c1[nH]cc(F)c(=O)n1Oc1ccccc1,2.253
O=[N+]([O-])C=Cc1ccoc1,2.856
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,5.123
O=C1CC(c2c(F)cccc2Cl)c2cc3c(cc2N1)OCCO3,4.615
CCC(C)Cl,1.645
CC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,3.564
CCOc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,2.226
Cn1c(=O)cnc2ccccc21,2.185
CC(C)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,2.078
CC(C)CNCC(N)S(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.3237907858292808
CC(C)CNC(N)CS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.2819675510789934
CC(C)C(N)NCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.3607317524904689
CC(C)(N)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.4920135244826942
CC(CN)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.7859197608390032
CCCCC(CCCC)C(=O)O,4.526
CCOC(=O)C(=Cc1ccccc1)C(C)=O,3.594
CSc1cccc(CCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.925
CSc1cccc(CCOCC(N)S(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.54422282114465
CSc1cccc(CCOC(N)CS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.497404068899817
CSc1cccc(CC(N)OCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.42511513906974
CSc1cccc(C(N)COCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.6019969521843347
NCSc1cccc(CCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.451460490506685
CSc1cccc(CCOCCS(=O)(=O)C(N)CCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.586174143787326
CSc1cccc(CCOCCS(=O)(=O)CC(N)CNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.098464689979611
CSc1cccc(CCOCCS(=O)(=O)CCC(N)NCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.430090334548241
CSc1cccc(CCOCCS(=O)(=O)CCCNC(N)Cc2ccc(O)c3[nH]c(=O)sc23)c1,2.597513118142332
CSc1cccc(CCOCCS(=O)(=O)CCCNCC(N)c2ccc(O)c3[nH]c(=O)sc23)c1,2.742595618612876
O=[N+]([O-])c1ccc(C2NCCS2)cc1,2.751
Clc1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Cl,7.606
CCCCCCCOC(N)=O,3.732
CC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,1.815
O=C(Nc1ccc(Cl)c(Cl)c1)C(F)F,4.721
CNc1ccc(C(=O)OCCN(C)C)cc1,2.98
CN1CCOCC1,0.939
Nc1cc(Cl)ccc1Cl,4.342
NS(=O)(=O)c1ccccc1[N+](=O)[O-],1.711
CCOc1cc(OCC)cc(C(N)c2c[nH]c(=N)[nH]c2=N)c1,1.1365543179387267
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC(C)N)c1,1.0675391234128586
CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCCN)c1,0.597354689465921
Nc1cc([N+](=O)[O-])ccc1C(=O)O,2.766
CCCCC(C)(O)CCC,2.791161800445164
CCCC(C)C(O)CCC,2.615575936016283
CCCC(O)CC(C)CC,2.6496365229824828
CCCC(O)CCC(C)C,2.545896942926479
CCCCCC(O)CCC,2.7153748094015846
CCCCC(O)C(C)CC,2.548354471476165
CCCCC(O)CC(C)C,2.524581791404045
CCCCC(O)CCCC,2.711660427492244
CN(N=Cc1ccc([N+](=O)[O-])cc1)P(=O)(N1CC1)N1CC1,1.881
CC(=O)c1sc(S(C)=O)c(C#N)c1-c1ccc(Cl)cc1,4.993
CC(=O)Nc1ccc(C(N)=O)cc1,1.15
CC(=O)N=c1cccc[nH]1.CC(=O)c1ccc(C(C)C)cc1,4.757
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,4.132
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,1.376
CCCCCCCCCCCCN1C=C(C(O)OC)CC1=O,5.098
NNC(=O)c1cccc([N+](=O)[O-])c1,1.784
C=CC(=O)NCCCN(CCO)CCO,0.294
Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1Cl,8.222
Cc1ncc([N+](=O)[O-])n1CCS(=O)(=O)C(C)C,1.515
O=C1CCCN1CCOc1ccc([N+](=O)[O-])cc1,2.692
ClC1=C(Cl)C2C(C1Cl)C1(Cl)C(Cl)C(Cl)C2(Cl)C1(Cl)Cl,7.52
C=CCOc1ccccc1C(=C)n1ccnc1,4.456
COc1c(Cl)ccc(Cl)c1C(=O)Nc1ccc(C)cc1C,5.924
COc1ccc(Nc2c(C)c(O)c3c(c2O)C(=COC(N)=O)C2(OC)C4NC4CN32)cn1,1.852
CCCOc1cn[nH]c1,2.947
CCC(N)Oc1cn[nH]c1,0.4027885081933745
CC(N)COc1cn[nH]c1,0.0854544026482972
NCCCOc1cn[nH]c1,0.0778722157468999
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,-0.115
Cc1cn(C2(O)CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,0.2964258605625109
Cc1cn(C2OC(CO)C(N=[N+]=[N-])C2O)c(=O)[nH]c1=S,0.0628577378517292
Cc1cn(C2CC(O)(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,0.5296428240039828
Cc1cn(C2CC(N=[N+]=[N-])C(O)(CO)O2)c(=O)[nH]c1=S,0.5838833991855978
Cc1cn(C2CC(N=[N+]=[N-])C(C(O)O)O2)c(=O)[nH]c1=S,0.4039088672704523
[N-]=[N+]=NC1CC(n2cc(CO)c(=S)[nH]c2=O)OC1CO,0.3209828834354535
Cc1cn(C2(N)CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,0.3418337341005724
Cc1cn(C2OC(CO)C(N=[N+]=[N-])C2N)c(=O)[nH]c1=S,0.1182413893015884
Cc1cn(C2CC(N)(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,0.4347312764150817
Cc1cn(C2CC(N=[N+]=[N-])C(N)(CO)O2)c(=O)[nH]c1=S,0.499057032659887
Cc1cn(C2CC(N=[N+]=[N-])C(C(N)O)O2)c(=O)[nH]c1=S,0.5135109320671689
[N-]=[N+]=NC1CC(n2cc(CN)c(=S)[nH]c2=O)OC1CO,0.3683492904627182
CC(=O)NC(C)C(N)=O,0.153
O=C(C1CCCN1C(=O)CCCc1ccccc1)N1CCCC1,2.998
CCN(C)CCCc1ccccc1,2.5656748429897074
CC(CCc1ccccc1)N(C)C,2.5139672769508734
CC(Cc1ccccc1)CN(C)C,2.392871918128587
CC(CCN(C)C)c1ccccc1,2.829616711685741
CC1=CC(=O)CC(C)(C)C1,3.353
N=c1nc(-c2ccc(CN)cc2)[nH]c(=N)[nH]1,-0.1415569372437997
CCOc1ccc(N=c2snc3sc(S(N)(=O)=O)nn23)cc1,1.0371855167085764
NCOc1ccc(N=c2snc3sc(S(N)(=O)=O)nn23)cc1,0.0888658251081334
CC1(C)C=C2C(C(=O)C1)C(c1cccc(Cl)c1)C(C#N)C(=N)N2c1c(F)cccc1F,6.226
CCc1ccc(CC)cc1,2.9053485048486944
Cc1ccc(C(C)C)cc1,3.0494300241481875
CCCc1ccc(C)cc1,2.9576777613201046
CCc1ccc(CN)cc1,1.668586148045701
Cc1ccc(C(C)N)cc1,2.0119180881259666
Cc1ccc(CCN)cc1,1.5418800079405082
CN1CC(=O)N(c2ccccc2)C1=O,1.284
CC(C)OCC(O)Cn1ccnc1[N+](=O)[O-],2.049
O=S(=O)(Nc1ccccc1)C(F)(F)F,2.162
COc1cccc(Cl)c1Cl,4.707
CCOc1cccc(Cl)c1Cl,3.339806101197788
CC(CN=c1[nH]c2cccnc2n2cccc12)CN1CCN(CCCN=c2[nH]c3cccnc3n3cccc23)CC1,3.0916941860452187
CC(CCN1CCN(CCCN=c2[nH]c3cccnc3n3cccc23)CC1)N=c1[nH]c2cccnc2n2cccc12,3.2428654184459456
NC1CN(CCCN=c2[nH]c3cccnc3n3cccc23)CCN1CCCN=c1[nH]c2cccnc2n2cccc12,2.1807065123033675
NC(CCN=c1[nH]c2cccnc2n2cccc12)N1CCN(CCCN=c2[nH]c3cccnc3n3cccc23)CC1,2.1154760664104986
NC(CN=c1[nH]c2cccnc2n2cccc12)CN1CCN(CCCN=c2[nH]c3cccnc3n3cccc23)CC1,1.800410729028505
NC(CCN1CCN(CCCN=c2[nH]c3cccnc3n3cccc23)CC1)N=c1[nH]c2cccnc2n2cccc12,2.053824200298432
COc1ccc(C(=O)CCCC(=O)O)cc1,0.245
COC(=O)CC(CN)c1ccc(Cl)cc1,2.308
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,3.555
CC1(C)N=C(N)N=C(N)N1c1cccc([N+](=O)[O-])c1,1.144
CCOC(=O)Cc1ccc(O)c2ncccc12,3.838
CCCN(N=O)C(N)=O,1.311
CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=COC(=O)C6)CCC54O)C3)OC2C)CC(O)C1O,1.853
CC(=O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.974
CC(C)C1OC(=O)c2ccccc21,3.776
C#CCOc1cc(N=CNOCOC)cc(F)c1OCC#C,3.316
COCCOC,2.004
COCC(N)OC,-0.4788837318959534
COCCOCN,-0.5236814465286594
CCCCCC(C)Oc1ccc(S(N)(=O)=O)cc1,2.7502593575451253
CCCCC(C)COc1ccc(S(N)(=O)=O)cc1,2.450085894064949
CCCC(C)CCOc1ccc(S(N)(=O)=O)cc1,2.536764021698872
CCC(C)CCCOc1ccc(S(N)(=O)=O)cc1,2.5830619083148445
CC(C)CCCCOc1ccc(S(N)(=O)=O)cc1,2.474184607068336
CCCCCCCOc1ccc(S(N)(=O)=O)cc1,2.7033244716807907
CCCCCC(N)Oc1ccc(S(N)(=O)=O)cc1,1.6675681003729943
CCCCC(N)COc1ccc(S(N)(=O)=O)cc1,1.1596400662076185
CCCC(N)CCOc1ccc(S(N)(=O)=O)cc1,1.173868082890119
CCC(N)CCCOc1ccc(S(N)(=O)=O)cc1,1.1693279797405476
CC(N)CCCCOc1ccc(S(N)(=O)=O)cc1,1.2762891215423469
NCCCCCCOc1ccc(S(N)(=O)=O)cc1,1.288413072130011
NNC(=O)Nc1ccccc1,1.061
CC(=O)Nc1cccc(F)c1,3.118
CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,5.014
O=[N+]([O-])c1nccn1CCO,0.986
CN(C)C=CC#N,1.884
Clc1ccc(Cl)c(NC2=NCCN2)c1,4.01
O=c1cc(C(O)O)oc2ccc(Cl)cc12,2.961
N=c1[nH]cc(Cc2ccc(N)cc2)c(=N)[nH]1,1.136
CCCCOC(=O)CC(CN)c1ccc(Cl)cc1,2.73
CCNCNC(=O)c1ccccc1,2.832
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC21,2.125
C=Cc1c(O)c(N2CC2)c(C)c(O)c1N1CC1,2.701
C=Cc1c(O)c(N2CC2)c(C)c(O)c1N1CC1N,0.8848863494474035
C=C(N)c1c(O)c(N2CC2)c(C)c(O)c1N1CC1,0.951009115282166
Cc1c(O)c(N2CC2)c(C=CN)c(O)c1N1CC1,0.9665131806609492
C=Cc1c(O)c(N2CC2N)c(C)c(O)c1N1CC1,0.930834426472126
C=Cc1c(O)c(N2CC2)c(CN)c(O)c1N1CC1,0.802895890836382
O=c1[nH]c(-c2ccccc2)nc2ccccc12,3.936
NNC(=O)NN=Cc1ccccc1,2.192
NC(C(=O)O)C1CCCC1,-0.101
COc1cc(C(N)c2c[nH]c(=N)[nH]c2=N)cc(OC)c1N,-0.0190158408788958
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCN)c1N,-0.3087636009299993
CNC(=O)ON=C1SCSC1C,2.526
CCC(C)(Oc1ccc(Cl)cc1)C(=O)O,4.412
COC(=O)c1ccc(C)c(NC(=O)Cc2coc3cc4c(cc23)CCC4)c1,6.161
CCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.944
C[N+](C)(CCCc1ccccc1)CCCC(O)S(=O)(=O)[O-],1.412908716578736
C[N+](C)(CCCc1ccccc1)CCC(O)CS(=O)(=O)[O-],1.0897478460951608
C[N+](C)(CCCc1ccccc1)CC(O)CCS(=O)(=O)[O-],1.0206425607792906
C[N+](C)(CCCc1ccccc1)C(O)CCCS(=O)(=O)[O-],1.255632936382119
C[N+](CO)(CCCCS(=O)(=O)[O-])CCCc1ccccc1,1.266204991109662
C[N+](C)(CCCCS(=O)(=O)[O-])C(O)CCc1ccccc1,1.407824535286077
C[N+](C)(CCCCS(=O)(=O)[O-])CC(O)Cc1ccccc1,0.9906399605421145
C[N+](C)(CCCCS(=O)(=O)[O-])CCC(O)c1ccccc1,1.471892781959245
C[N+](C)(CCCc1ccccc1)CCCC(N)S(=O)(=O)[O-],1.2187928444666565
C[N+](C)(CCCc1ccccc1)CCC(N)CS(=O)(=O)[O-],0.9892874879068292
C[N+](C)(CCCc1ccccc1)CC(N)CCS(=O)(=O)[O-],0.9120964194551916
C[N+](C)(CCCc1ccccc1)C(N)CCCS(=O)(=O)[O-],1.2856319813886854
C[N+](CN)(CCCCS(=O)(=O)[O-])CCCc1ccccc1,1.366592326978657
C[N+](C)(CCCCS(=O)(=O)[O-])C(N)CCc1ccccc1,1.404284959513299
C[N+](C)(CCCCS(=O)(=O)[O-])CC(N)Cc1ccccc1,0.9788082241648176
C[N+](C)(CCCCS(=O)(=O)[O-])CCC(N)c1ccccc1,1.4788709380806586
Cc1c(CNc2ccc(Cl)cc2)cnc2[nH]c(=N)[nH]c(=N)c12,3.708
Cc1c(C(N)Nc2ccc(Cl)cc2)cnc2[nH]c(=N)[nH]c(=N)c12,1.8302406375280469
N=c1[nH]c(=N)c2c(CN)c(CNc3ccc(Cl)cc3)cnc2[nH]1,1.5304157417809232
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,5.899
CCCCCCOCCOCCO,1.838
ClC1C(Cl)C(Cl)C(I)C(Cl)C1Cl,5.354
CC1(Cl)C(Cl)C(Cl)C(Cl)C(Cl)C1I,4.188436469494446
CC1(Cl)C(Cl)C(Cl)C(Cl)C(I)C1Cl,4.163137875002686
CC1(Cl)C(Cl)C(Cl)C(I)C(Cl)C1Cl,4.134740060852005
CC1(I)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.298937700305131
NC1(Cl)C(Cl)C(Cl)C(Cl)C(Cl)C1I,3.182192936791473
NC1(Cl)C(Cl)C(Cl)C(Cl)C(I)C1Cl,3.2059777469699484
NC1(Cl)C(Cl)C(Cl)C(I)C(Cl)C1Cl,3.0507367208082607
NC1(I)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.170140826412706
Nc1ccc2c(c1)Cc1cc(Br)ccc1-2,5.479
CC1c2cc(N)ccc2-c2ccc(Br)cc21,4.179272898276918
O=C1CNC(=O)N1c1ccccc1,1.952
COP(=O)(C=C(Cl)Cl)OC,2.938
Cc1cnc(Cc2ccc(O)cc2)s1,3.976
Cc1cnc(C(N)c2ccc(O)cc2)s1,2.3040999433424547
NCc1cnc(Cc2ccc(O)cc2)s1,1.9437860145271897
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC1CCCCC1,5.168
CC(C)c1cccc(S(N)(=O)=O)c1,3.21
CC(C)(N)c1cccc(S(N)(=O)=O)c1,0.5218108159113684
CC(CN)c1cccc(S(N)(=O)=O)c1,0.3475439474268827
c1cnoc1,1.492
COC1N(C2CC(F)C(CO)O2)C(=O)NC(=O)C1(C)I,2.008
CCS(=O)c1sc(C#N)cc1C#N,3.108
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2,3.489
c1ccc2c(c1)Oc1ccccc1S2,5.832
Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,4.707
Cn1ccc(=O)cc1,-0.552
O=c1ccn(CO)cc1,-0.2880747333190789
CCNCC(CC)c1ccccc1,2.786844722622246
CCC(c1ccccc1)C(C)NC,2.714841579364215
CCC(C)(CNC)c1ccccc1,2.51069989313358
CNCC(c1ccccc1)C(C)C,2.5669513941847333
CCCC(CNC)c1ccccc1,2.7757751706487044
O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2CCCCO,2.736
NC(CCCO)n1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,0.4340851790401271
NC(CCO)Cn1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,-0.0696955253283111
NC(CO)CCn1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,0.0823757968909456
NC(O)CCCn1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,0.3179202531363528
OCCn1nnc2ccccc21,1.603
NC(CO)n1nnc2ccccc21,-0.1334985586493511
NC(O)Cn1nnc2ccccc21,-0.2017748929284626
Cc1cc(C(C)c2ccc(Cl)cc2Cl)c(Cl)cc1Cl,6.6800789295459255
CCc1cc(Cc2ccc(Cl)cc2Cl)c(Cl)cc1Cl,6.380912323444907
Cc1cc(C(N)c2ccc(Cl)cc2Cl)c(Cl)cc1Cl,5.615813184753857
NCc1cc(Cc2ccc(Cl)cc2Cl)c(Cl)cc1Cl,5.386882239499217
OCCCCl,2.463
CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C,4.451
COc1cc(C(C)C(=O)O)ccc1-c1nccs1.O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCCc3ccccc3)c2s1,5.722
CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,5.06
c1cn(C23CC4CC(CC(C4)C2)C3)cn1,4.408
O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Cl)cc1,2.741
Cc1ccc(NC(=O)c2cccnc2)cc1,3.468
Cc1cc(C)c(S(=O)(=O)c2ccc(N)cc2)c(C)c1,4.662
Cc1cc(CN)cc(C)c1S(=O)(=O)c1ccc(N)cc1,2.231135178403441
Cc1cc(C)c(S(=O)(=O)c2ccc(N)cc2)c(CN)c1,2.267922520003217
CN(CCO)c1nc(=Nc2ccc(C=Cc3ccc(N=c4[nH]c(N(C)CCO)nc(=Nc5ccccc5)[nH]4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)[nH]c(=Nc2ccccc2)[nH]1,1.577
CCc1cc(C)cc2ccccc12,3.7865464239213855
CCc1cc(C)c2ccccc2c1,3.661292578384876
O=C(O)CONC(=O)c1ccccc1,1.287
CCc1ccccc1CCN,1.7892807479846435
CCc1ccccc1C(C)N,2.339752082982426
CCCCCC#N,3.687
CCC(C)CC[N+](=O)[O-],1.6087788260558484
CC(C)CCC[N+](=O)[O-],1.7583309919251129
CCCCCC[N+](=O)[O-],1.7941240762108708
CCCC(C)C[N+](=O)[O-],1.7729236459484543
CCCCC(C)[N+](=O)[O-],1.8041572784466744
CCCCC(C)CCCCCCc1ccccc1O,5.669040043422136
CCCCCC(C)CCCCCc1ccccc1O,5.709248534955944
CCCCCCCCCC(C)Cc1ccccc1O,5.727334506814644
CCCCCCCCCCC(C)c1ccccc1O,6.112879822804939
CCC(C)CCCCCCCCc1ccccc1O,5.657796962654715
CC(C)CCCCCCCCCc1ccccc1O,5.64034327866842
CCCCCCCCCCCCc1ccccc1O,5.812672567038906
CCCC(N)CCCCCCCc1ccccc1O,4.340676005275627
CCCCC(N)CCCCCCc1ccccc1O,4.477799564005171
CCCCCC(N)CCCCCc1ccccc1O,4.422811543074532
CCCCCCC(N)CCCCc1ccccc1O,4.370943769714206
CCCCCCCC(N)CCCc1ccccc1O,4.412211613025461
CCCCCCCCC(N)CCc1ccccc1O,4.370991709919437
CCCCCCCCCC(N)Cc1ccccc1O,4.3793758008895285
CCCCCCCCCCC(N)c1ccccc1O,4.8576299710422415
CCC(N)CCCCCCCCc1ccccc1O,4.373147427464948
CC(N)CCCCCCCCCc1ccccc1O,4.497587603827904
NCCCCCCCCCCCc1ccccc1O,4.395866637290566
CCC(C)Oc1ccc2c(C)cc(=O)oc2c1,3.301920337237342
Cc1cc(=O)oc2cc(OC(C)(C)C)ccc12,3.310918371794904
CCc1cc(=O)oc2cc(OC(C)C)ccc12,3.140068644697136
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,-0.4
[N-]=C=N[N+](=O)c1ccc(Br)cc1,3.349
CCc1ccc(C)c(CC)c1,3.1871233986790166
Cc1ccc(C)c(C(C)C)c1,3.488032595735006
CCCc1cc(C)ccc1C,3.3401772448269176
CCc1ccc(C)cc1CC,3.150303515072268
CCc1cc(CN)ccc1C,1.9635629024799728
Cc1ccc(C)c(C(C)N)c1,2.2845828039915004
Cc1ccc(C)c(CCN)c1,1.8708021157172765
CCc1cc(C)ccc1CN,1.9971380231178475
NC1(C(=O)O)CCCCC1,-0.031
