SMILES,LogP
NC1N=C(C2CCNC(NCCC3CCCCC3)C2)NN1,4.194487758165527
C(OC(C=1CCC(CC=1)NCC2C(NC(C2C)C(O)OCC)C)O)C,6.254
CCCOC(O)C1=CCC(NCC2C(C)NC(C(O)OCC)C2C)CC1,6.229365469443875
CCOCC(O)C1=CCC(NCC2C(C)NC(C(O)OCC)C2C)CC1,6.240261244074378
CN(C)C1C(C(OC2C(CC(C)C(O)C(C)C(OC(O)C)C(C)C(CC)OC(C(C(OC3OC(C)C(C(C)(C3)OC)O)C2C)C)O)(O)C)OC(C)C1)O,16.808
CCCC1OC(O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(O)C(C)C(OC(C)O)C1C,16.831026535052573
CCC1OCC(O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(O)C(C)C(OC(C)O)C1C,16.927720419121535
C=1(C(CC)NCC(N=1)C)CC,2.979
CCCC1=NC(C)CNC1CC,2.9270786888642837
CCC1=NC(C)CNC1CC,2.9754844600620096
C1C(CCC(OC=2CC(C(C3(CN4NCNC4)OC(C)CO3)CC=2)CCCl)C1)CCCl.C5CCC(CCCl)C(CCCl)C5C6CC(C(C(CCCl)C6CCCl)CCCl)CCCl,10.472
CCC1COC(CN2CNCN2)(C2CC=C(OC3CCC(CCCl)CC3)CC2CCCl)O1.ClCCC1CC(C2CCCC(CCCl)C2CCCl)C(CCCl)C(CCCl)C1CCCl,10.413432186102135
CC1COCC(CN2CNCN2)(C2CC=C(OC3CCC(CCCl)CC3)CC2CCCl)O1.ClCCC1CC(C2CCCC(CCCl)C2CCCl)C(CCCl)C(CCCl)C1CCCl,10.351716649160798
C1([N+]([O-])O)C(O)CC(C)C(C1)CCCl,4.437
CCC1CC(O)C([N+]([O-])O)CC1CCCl,4.454297697143236
CC1CC(O)C([N+]([O-])O)CC1CCCl,4.35919961423425
CC(C)CC,3.684
CCCC(C)C,3.6137393750019373
CCC(C)C,3.756209665306562
CC(C)C(O)NCCNCC(COCCCC=1CCCCC=1)O,2.427
CCC(C)C(O)NCCNCC(O)COCCCC1=CCCCC1,2.398699865076193
CC(C)C(O)NCCNCC(O)COCCCCC1=CCCCC1,2.422811572805708
FC(F)(F)C=1CC2C(CCCN3CCN(CC3)CCO)C=4C(SC2CC=1)CCCC=4,5.935
OCCCN1CCN(CCCC2C3=CCCCC3SC3CC=C(C(F)(F)F)CC32)CC1,5.976511369408247
FC(F)SC1NC(NC(NCCCCC)N1)NC,5.867
CCCCCCNC1NC(NC)NC(SC(F)F)N1,5.728963088261788
CCCCCNC1NC(NC)NC(SC(F)F)N1,5.9818412612178005
O=S(O)(NCCNCCC1C2C(C(O)CC1)NC(O)S2)CCOCCCC=3CCCCC=3,3.071
O=[SH](O)(CCCOCCCC1=CCCCC1)NCCNCCC1CCC(O)C2NC(O)SC12,2.925866150089689
O=[SH](O)(CCOCCCCC1=CCCCC1)NCCNCCC1CCC(O)C2NC(O)SC12,3.111402070345115
C=1CCC=2C(O)N(CC)C(O)C(O)C=2C=1C(NCC)O,1.703
CCCNC(O)C1=CCCC2=C1C(O)C(O)N(CC)C2O,1.6642138539307856
CCNC(O)C1=CCCC2=C1C(O)C(O)N(CC)C2O,1.8256448773776965
CC(C)NO,1.729
CCC(C)NO,1.8145582030423384
CC(C)(C)C1CCC(CC1)N,4.174
CCC(C)(C)C1CCC(N)CC1,4.144446910540787
CC(C)(C)C1CCC(N)CC1,4.0451007463916655
C=1(C(NC(O)N(C=1)C2CCC(CO)O2)O)CCCl,0.47
OCCC1CCC(N2C=C(CCCl)C(O)NC2O)O1,0.4954504807200413
O=S(O)(N(CC(O)OC)C1CCCCC1)C2CCC(CC2)OC,4.957
CCOC(O)CN(C1CCCCC1)[SH](=O)(O)C1CCC(OC)CC1,4.964667196924112
COCC(O)CN(C1CCCCC1)[SH](=O)(O)C1CCC(OC)CC1,4.860828692790062
OC(O)C1CC(CCCl)CCC1N,2.622
NCC1CCC(CCCl)CC1C(O)O,2.609069670537641
NC1CCC(CCCl)CC1C(O)O,2.757836104049099
C=1C(CCCl)C(OCC#C)C(CCCl)CC=1NCNOC(CC)C,5.585
CC#CCOC1C(CCCl)C=C(NCNOC(C)CC)CC1CCCl,5.458147273814449
C#CCOCC1C(CCCl)C=C(NCNOC(C)CC)CC1CCCl,5.438851680085807
C1CN1C=2C(O)C(C(C(O)C=2OC)N3CC3)OC,1.708
CCOC1=C(N2CC2)C(O)C(OC)C(N2CC2)C1O,1.5763948069525069
COCC1=C(N2CC2)C(O)C(OC)C(N2CC2)C1O,1.6799027026193951
C1=2C(C(C)C(N1)C(OCC)O)C(C(CC=2)CO)CCCl,5.865
CCCOC(O)C1NC2=CCC(CO)C(CCCl)C2C1C,5.8082406098502615
CCOCC(O)C1NC2=CCC(CO)C(CCCl)C2C1C,6.000084072049144
C=1CCC2CC3CC=4C(CC3CC2C=1)CCCC=4,7.61
CC1=CC2CC3CC4CCCC=C4CC3CC2CC1,7.645558371491122
C1=CC2CC3CC4CCCC=C4CC3CC2CC1,7.518524479975257
CC(CCC(CCC)C)O,4.63
CCCCC(C)CCC(C)O,4.536535534576341
CCCC(C)CCC(C)O,4.76257459205937
CN(C)C(O)CCC=1OCCC=1,1.914
CCN(C)C(O)CCC1=CCCO1,2.0499747401138393
CN(C)C(O)CCC1=CCCO1,2.0488876902856887
FC(F)(F)C1CCCCC1,4.132
FCC(F)(F)C1CCCCC1,4.187651415650125
O=S(O)(N)NC(CC1CCCCC1)O,1.939
N[SH](=O)(O)NCC(O)CC1CCCCC1,1.8968137067012616
N[SH](=O)(O)NC(O)CC1CCCCC1,1.8871623867243508
C1CNC(N1C2C(C(O)C(O)C(CO)S2)O)[N+](O)[O-],1.037
[O-][N+](O)CC1NCCN1C1SC(CO)C(O)C(O)C1O,1.0813137632646355
[O-][N+](O)C1NCCN1C1SC(CO)C(O)C(O)C1O,0.9615070578279616
C=1C(CCC(CC(C)(C(O)O)N)C=1)O,-2.062
CCC(N)(CC1C=CC(O)CC1)C(O)O,-2.154759732288508
CC(N)(CC1C=CC(O)CC1)C(O)O,-1.9993074684930365
OC1CCCCN1C,1.346
CCN1CCCCC1O,1.4634823735769056
CN1CCCCC1O,1.4154136411982297
N1C(C2C(C)C(CCC2NC1N)CNC=3CC(C(OC)C(OC)C=3)OC)N,3.41
CCOC1C=C(NCC2CCC3NC(N)NC(N)C3C2C)CC(OC)C1OC,3.4875399241412497
COCC1C=C(NCC2CCC3NC(N)NC(N)C3C2C)CC(OC)C1OC,3.3828216579636776
NC1CCCC2C1NC3CCCCC3C2,3.556
NCC1CCCC2CC3CCCCC3NC12,3.556116401671276
NC1CCCC2CC3CCCCC3NC12,3.4784513997948983
C1C(F)C(O)N(OC=2CCCCC=2)C(O)N1,2.253
OCC1NCC(F)C(O)N1OC1=CCCCC1,2.28493673719398
C=1C2NN(NC2CCC=1)CCCOC(CC)O,3.568
CCCC(O)OCCCN1NC2C=CCCC2N1,3.4241209828028856
CCC(O)OCCCCN1NC2C=CCCC2N1,3.5602918423744647
N(C(C)O)(CCOC(C=1C(OC(C)O)CCCC=1)O)C,3.108
CCC(O)OC1CCCC=C1C(O)OCCN(C)C(C)O,3.107587152231948
CC(O)OCC1CCCC=C1C(O)OCCN(C)C(C)O,2.9593697726147075
C(C(OCCOC1CCC(CO)CC1OC)O)CC2CCCCC2OC,4.968
CCOC1CCCCC1CCC(O)OCCOC1CCC(CO)CC1OC,4.956066092948797
COCC1CCCCC1CCC(O)OCCOC1CCC(CO)CC1OC,5.021693065288511
O=[N+](CCC=1CCOC=1)[O-],2.856
O=[N+]([O-])CCCC1=COCC1,2.7254705568679642
O=[N+]([O-])CCC1=COCCC1,2.797702903014441
FC(F)(F)C1CCCCC1C(O)NC2CC(CCC2)OC(C)C,5.123
CCC(C)OC1CCCC(NC(O)C2CCCCC2C(F)(F)F)C1,5.040947528288518
CC(C)OCC1CCCC(NC(O)C2CCCCC2C(F)(F)F)C1,5.101663561775047
C=1C(F)C(C2C3CC=4OCCOC=4CC3NC(O)C2)C(CCCl)CC=1,4.615
OCC1CC(C2C(F)C=CCC2CCCl)C2CC3=C(CC2N1)OCCO3,4.472683253131977
C(C)(O)C(C(C)O)CC=1CCC(CCCl)CC=1,3.564
CCC(O)C(CC1=CCC(CCCl)CC1)C(C)O,3.5084674576100157
CC(O)C(CC1=CCC(CCCl)CC1)C(C)O,3.5674001061599543
C1CN(CCN1C=2C(OCC)CCCC=2)CC3CNC(O3)N,2.226
CCCOC1CCCC=C1N1CCN(CC2CNC(N)O2)CC1,2.0780731151214744
CCOCC1CCCC=C1N1CCN(CC2CNC(N)O2)CC1,2.0837703783445973
CC1(C)C(N2C(O)C(C2S1)NC(O)C(C(O)O)C3CCCCC3)C(O)O,2.82
CCC1(C)SC2C(NC(O)C(C(O)O)C3CCCCC3)C(O)N2C1C(O)O,2.670342876104157
CC1(C)SC2C(NC(O)C(C(O)O)C3CCCCC3)C(O)N2C1C(O)O,2.802718442205261
O=S(O)(C1CCC(S(O)(O)CCNCC(C)C)CC1)N,2.078
CCC(C)CNCCS(O)(O)C1CCC([SH](N)(=O)O)CC1,2.1899461104658107
CC(C)CNCCS(O)(O)C1CCC([SH](N)(=O)O)CC1,2.1614271612689735
C(CCC)C(CCCC)C(O)O,4.526
CCCCCC(CCCC)C(O)O,4.536768771223111
CCCCC(CCCC)C(O)O,4.601447405489418
C(C)(O)C(C(OCC)O)CC=1CCCCC=1,3.594
CCCOC(O)C(CC1=CCCCC1)C(C)O,3.6671523797186767
CCOCC(O)C(CC1=CCCCC1)C(C)O,3.4551930522263716
O=S(O)(CCOCCC1CCCC(SC)C1)CCCNCCC2C3C(C(O)CC2)NC(O)S3,2.925
CCSC1CCCC(CCOCC[SH](=O)(O)CCCNCCC2CCC(O)C3NC(O)SC23)C1,2.8223506054924927
CSC1CCCC(CCOCCC[SH](=O)(O)CCCNCCC2CCC(O)C3NC(O)SC23)C1,3.052031875390493
[N+]([O-])(O)C1CCC(CC1)C2NCCS2,2.751
[O-][N+](O)CC1CCC(C2NCCS2)CC1,2.6107925041100244
[O-][N+](O)C1CCC(C2NCCS2)CC1,2.690041839765502
CC(C)(C)C(OC(N1CNCC1)=S)COC=2CCC(CC=2)C(O)OCC,6.117
CCCOC(O)C1CC=C(OCC(OC(=S)N2CCNC2)C(C)(C)C)CC1,6.17833703836767
CCOCC(O)C1CC=C(OCC(OC(=S)N2CCNC2)C(C)(C)C)CC1,6.149424216238673
C=1C(CCCl)C(C(CCCl)CC=1)OC2CCC(CCCl)C(CCCl)C2CCCl,7.606
ClCCC1C=CCC(CCCl)C1OCC1CCC(CCCl)C(CCCl)C1CCCl,7.7449124237227425
C(O)(N)OCCCCCCC,3.732
CCCCCCCCOC(N)O,3.8043729088863305
CCCCCCCOCC(N)O,3.844748627503399
CN(C)S(O)(O)C1CCC(CC1)N(C(C)O)C,1.815
CCC(O)N(C)C1CCC(S(O)(O)N(C)C)CC1,1.7254053197983141
CC(O)N(C)C1CCC(S(O)(O)N(C)C)CC1,1.8546101082127915
FC(F)C(NC1CCC(C(CCCl)C1)CCCl)O,4.721
OCC(NC1CCC(CCCl)C(CCCl)C1)C(F)F,4.648449760333289
CN(C)CCOC(C=1CCC(CC=1)NC)O,2.98
CCNC1CC=C(C(O)OCCN(C)C)CC1,2.960644134059883
CNC1CC=C(C(O)OCCCN(C)C)CC1,3.029353827585182
C1CN(CCO1)C,0.939
CCN1CCOCC1,1.010430464149863
CN1CCOCCC1,0.9603401286039486
CN(C)CCOC(C=1CCC(CC=1)NCCCC)O,4.96
CCCCCNC1CC=C(C(O)OCCN(C)C)CC1,4.9915582920626385
CCCCNC1CC=C(C(O)OCCCN(C)C)CC1,4.884168362756778
C=1C(CCCl)CCC(CCCl)C=1N,4.342
NCC1=CC(CCCl)CCC1CCCl,4.2722441828066104
NC1=CC(CCCl)CCC1CCCl,4.374840112418843
O=S(O)(N)C=1C([N+](O)[O-])CCCC=1,1.711
N[SH](=O)(O)CC1=CCCCC1[N+]([O-])O,1.7745881286103935
N[SH](=O)(O)C1=CCCCC1[N+]([O-])O,1.7356297993225527
C1C(CC2CC(OCC)CC(C2)OCC)C(N)NC(N)N1,3.944
CCCOC1CC(CC2CNC(N)NC2N)CC(OCC)C1,3.7965551663702586
CCOCC1CC(CC2CNC(N)NC2N)CC(OCC)C1,3.8889540592525313
C1CCCN1C(O)OC2CCC(CCCl)CC2CCCl,5.216
OCC(OC1CCC(CCCl)CC1CCCl)N1CCCC1,5.278780603476966
[N+]([O-])(C=1CC2NNNC2CC=1)O,3.447
[O-][N+](O)CC1=CCC2NNNC2C1,3.4597840652898433
[O-][N+](O)C1=CCC2NNNC2C1,3.3526234731662394
C=1(BBBr)CCC(BBBr)CC=1,5.944
BrBBCC1=CCC(BBBr)CC1,5.976165813169006
BrBBC1=CCC(BBBr)CC1,5.825675415432378
OC(O)C=1C(N)CC([N+]([O-])O)CC=1,2.766
NCC1CC([N+]([O-])O)CC=C1C(O)O,2.800192671750359
NC1CC([N+]([O-])O)CC=C1C(O)O,2.8391272647019825
OC(CCCC)CCC,4.34
CCCCCC(O)CCC,4.227218009060829
CCCCC(O)CCC,4.237127566220624
C1CN1P(N2CC2)(O)N(C)NCC3CCC(CC3)[N+](O)[O-],1.881
CCN(NCC1CCC([N+]([O-])O)CC1)[PH](O)(N1CC1)N1CC1,1.9096092123807407
CN(NCC1CCC([N+]([O-])O)CC1)[PH](O)(N1CC1)N1CC1,1.9293846199149514
CC(C)(C)C,4.635
CCC(C)(C)C,4.6078417422738545
C1CC(CCC1CCCl)C=2C(C(SC=2C(O)C)S(O)C)C#N,4.993
CCC(O)C1=C(C2CCC(CCCl)CC2)C(C#N)C([SH](C)O)S1,5.123822756967321
CC(O)C1=C(C2CCC(CCCl)CC2)C(C#N)C([SH](C)O)S1,4.983369795366294
C1C(CCC(C1)NC(O)C)C(O)N,1.15
CCC(O)NC1CCC(C(N)O)CC1,1.1028687881416734
CC(O)NC1CCC(C(N)O)CC1,1.2157339119538788
C1(O)C(NC(C(O)C=2CCCCC=2)O)C3N1C(C(COC(C)O)CS3)C(O)O,2.295
CCC(O)OCC1CSC2C(NC(O)C(O)C3=CCCCC3)C(O)N2C1C(O)O,2.3255873840995163
CC(O)OCCC1CSC2C(NC(O)C(O)C3=CCCCC3)C(O)N2C1C(O)O,2.356717707849728
CC(C)C1CCC(CC1)C(O)C.C=2C(NCCC=2)NC(O)C,4.757
CCC(C)C1CCC(C(C)O)CC1.CC(O)NC1C=CCCN1,4.616047920563659
CC(C)C1CCC(C(C)O)CC1.CC(O)NC1C=CCCN1,4.903354441494772
C(C)N(CC)CC(NC1C(CC(C)CC1C)C)O,4.132
CCCN(CC)CC(O)NC1C(C)CC(C)CC1C,4.113712511599028
CCN(CC)CC(O)NC1C(C)CC(C)CC1C,4.0174525710265385
OCC,1.376
CCCO,1.470546587727456
CCO,1.301699884605889
N,4.364
C1CC(CCC1)NC(NC2CCCCC2)=S,5.208
S=CC(NC1CCCCC1)NC1CCCCC1,5.119958049371596
S=C(NC1CCCCC1)NC1CCCCC1,5.2027640404822275
COC(C1CN(CCCCCCCCCCCC)C(O)C1)O,5.098
CCCCCCCCCCCCCN1CC(C(O)OC)CC1O,4.9724481820272715
CCCCCCCCCCCCN1CC(C(O)OCC)CC1O,5.13078148707954
C=1(CCCC(C(NN)O)C=1)[N+](O)[O-],1.784
NNCC(O)C1C=C([N+]([O-])O)CCC1,1.714134678898518
NNC(O)C1C=C([N+]([O-])O)CCC1,1.7096589351944222
CC(C)C1(O)CCC(C)CC1,5.08
CCC1CCC(O)(C(C)C)CC1,5.103974608611923
CC1CCC(O)(C(C)C)CC1,5.179576836688438
FC(F)C=1NC(SCC(O)NCCC)C(C#N)C(C=1)C=2C(NN(C)C=2)C,5.178
CCCCNC(O)CSC1NC(C(F)F)=CC(C2=CN(C)NC2C)C1C#N,5.071448908283561
CCCNC(O)CSC1NC(C(F)F)=CC(C2=CN(C)NC2C)C1C#N,5.108876498039823
FC(F)(F)C1NNC(SC(C(C)C)C(NC(N)O)O)N1C,3.646
CCC(C)C(SC1NNC(C(F)(F)F)N1C)C(O)NC(N)O,3.773285367997702
CC(C)C(SC1NNC(C(F)(F)F)N1C)C(O)NC(N)O,3.7763702832305723
C(CO)N(CCO)CCCNC(O)CC,0.294
CCCC(O)NCCCN(CCO)CCO,0.22440039209467277
CCC(O)NCCCN(CCO)CCO,0.1877195062884487
C1CC(CCC1)C(O)O,3.669
OCC(O)C1CCCCC1,3.6212792140974166
Cc1cc(cc(C)c1CCCl)-c2c(-c3ccc(cc3)F)n(c(n2)C(C)C)CCC(CC(O)CC(O)O)O,1.93
CCc1cc(-c2nc(C(C)C)n(CCC(O)CC(O)CC(O)O)c2-c2ccc(F)cc2)cc(C)c1CCCl,1.8490338381718423
Cc1cc(-c2nc(C(C)C)n(CCC(O)CC(O)CC(O)O)c2-c2ccc(F)cc2)cc(C)c1CCCl,1.849976706685293
CC(C)S(O)(O)CCN1C([N+](O)[O-])CNC1C,1.515
CCC1NCC([N+]([O-])O)N1CCS(O)(O)C(C)C,1.6124865732585316
CC1NCC([N+]([O-])O)N1CCS(O)(O)C(C)C,1.6134773945552197
[N+]([O-])(O)C1CCC(OCCN2CCCC2O)CC1,2.692
[O-][N+](O)CC1CCC(OCCN2CCCC2O)CC1,2.7401022438290457
[O-][N+](O)C1CCC(OCCCN2CCCC2O)CC1,2.544370470811055
CC(N1CCNC1)C2CCCCC2OCCC,4.456
CCCCOC1CCCCC1C(C)N1CCNC1,4.537104022732955
CCCOCC1CCCCC1C(C)N1CCNC1,4.3725372687766
C=1(CCCl)CCC(C(C=1OC)C(O)NC=2C(CC(C)CC=2)C)CCCl,5.924
CCOC1=C(CCCl)CCC(CCCl)C1C(O)NC1=CCC(C)CC1C,5.794628544788057
COCC1=C(CCCl)CCC(CCCl)C1C(O)NC1=CCC(C)CC1C,5.850042811281735
C=1CC(NC=2C(C3C(COC(O)N)C4(N(C3C(C=2C)O)CC5C4N5)OC)O)CNC=1OC,1.852
CCOC1=CCC(NC2=C(C)C(O)C3C(C2O)C(COC(N)O)C2(OC)C4NC4CN32)CN1,1.9272004290170637
COCC1=CCC(NC2=C(C)C(O)C3C(C2O)C(COC(N)O)C2(OC)C4NC4CN32)CN1,1.9726780169747582
O(CCC)C=1CNNC=1,2.947
CCCCOC1=CNNC1,3.0902998172625114
CCCOCC1=CNNC1,2.8609367470029
N1C(N(C2CC(N=[N+]=[N-])C(CO)O2)CC(C)C1=S)O,-0.115
CCC1CN(C2CC(N=[N+]=[N-])C(CO)O2)C(O)NC1=S,-0.2326519524495007
CC1CN(C2CC(N=[N+]=[N-])C(CO)O2)C(O)NC1=S,-0.13903917499038082
C(O)(C)NC(C(O)N)C,0.153
CCC(O)NC(C)C(N)O,0.10082014813832013
CC(O)NC(C)C(N)O,0.1820132201221932
N1C2C(NN1C(C)(C)C(O)N)CCCC2,2.682
CCC(C)(C(N)O)N1NC2CCCCC2N1,2.828271925683407
CC(C)(C(N)O)N1NC2CCCCC2N1,2.59423183126846
C1CCN(C1)C(C2N(C(O)CCCC=3CCCCC=3)CCC2)O,2.998
OCC(C1CCCN1C(O)CCCC1=CCCCC1)N1CCCC1,2.9665804547997885
CN(C)CCCC=1CCCCC=1,4.384
CCN(C)CCCC1=CCCCC1,4.454785653212163
CN(C)CCCC1=CCCCC1,4.3543537276647015
CC1(C)CC(O)CC(C1)C,3.353
CCC1CC(O)CC(C)(C)C1,3.2054479267492617
CC1CC(O)CC(C)(C)C1,3.373413724161926
NC1NC(N)NC(N1)C2CCC(C)CC2,3.723
CCC1CCC(C2NC(N)NC(N)N2)CC1,3.638401814444394
CC1CCC(C2NC(N)NC(N)N2)CC1,3.61921983025678
O=S(O)(C1NN2C(NC3CCC(CC3)OC)SNC2S1)N,4.073
CCOC1CCC(NC2SNC3SC([SH](N)(=O)O)NN23)CC1,4.007899970926214
COCC1CCC(NC2SNC3SC([SH](N)(=O)O)NN23)CC1,4.079866664056976
CC1(C)CC(C2C(C=3CC(CCCl)CCC=3)C(C#N)C(N(C=4C(CCCC=4F)F)C2C1)N)O,6.226
CCC1(C)CC(O)C2C(C3=CCCC(CCCl)C3)C(C#N)C(N)N(C3=C(F)CCCC3F)C2C1,6.0966905653292445
CC1(C)CC(O)C2C(C3=CCCC(CCCl)C3)C(C#N)C(N)N(C3=C(F)CCCC3F)C2C1,6.163240137743654
C1(CCCl)C(C=2C(C(CCCl)C(C(CCCl)C=2)CCCl)CCCl)CC(CCCl)C(CCCl)C1CCCl,4.768
ClCCC1C=C(C2CC(CCCl)C(CCCl)C(CCCl)C2CCCl)C(CCCl)C(CCCl)C1CCCl,4.707991880604511
CC1CCC(CC1)CC,4.97
CCCC1CCC(C)CC1,4.824934517147397
CCC1CCC(C)CC1,4.921369020149882
C=1(CCCCC=1)C(C=2CCCCC=2)NC=S,6.27
S=CCNC(C1=CCCCC1)C1=CCCCC1,6.241267943041073
S=CNC(C1=CCCCC1)C1=CCCCC1,6.1562249783601715
C=1CCC(N2C(O)CN(C2O)C)CC=1,1.284
CCN1CC(O)N(C2CC=CCC2)C1O,1.148338774675414
CN1CC(O)N(C2CC=CCC2)C1O,1.2653136631290913
C(CCC(O)OCC)O,3.123
CCCOC(O)CCCO,2.9959797711361267
CCOCC(O)CCCO,3.254614793723897
CC(C)OCC(CN1CCNC1[N+](O)[O-])O,2.049
CCC(C)OCC(O)CN1CCNC1[N+]([O-])O,2.0368157505956663
